id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C00678,Mansouri,Amine,amine.mansouri678@mexora.ma,05/24/1971,Homme,Fès,0619518748,25-07-2025,Marketplace
C00679,Berrada,Salma,amine.tahiri210@mexora.ma,Feb 18 1981,1,Oujda,0687481583,2025-04-29,Web
C00680,Ziani,Sara,,1972-02-08,f,Agadir,0685105207,05/26/2025,Web
C00681,Bennani,Nadia,nadia.bennani681@mexora.ma,05/08/1992,M,Nador,0667179613,14-03-2026,Mobile
C00682,Berrada,Hajar,hajar.berrada682@mexora.ma,1987-02-13,Female,Agadir,0638219855,03/29/2026,Web
C00683,Fassi,Mehdi,mehdi.fassi683@mexora.ma,12/19/1976,Homme,Marrakech,0688375546,23/03/2024,Social Ads
C00684,Bennani,Nadia,nadia.bennani684@mexora.ma,1965-03-10,Homme,Tanger,0617389316,24-12-2025,Mobile
C00685,Tahiri,Yassine,yassine.tahiri685mexora.ma,10/06/1978,Homme,Fès,0672655623,24-07-2024,Mobile
C00686,Tahiri,Nadia,nadia.tahiri686@mexora.ma,18-10-1971,Femme,Marrakech,0653116918,08/13/2024,Social Ads
C00687,Mansouri,Sara,sara.mansouri687@mexora.ma,Feb 22 2005,Homme,Tétouan,0615127018,08/04/2024,Referral
C00688,Fassi,Imane,imane.fassi688@mexora.ma,1989-11-15,m,Fès,0614380967,2026-03-31,Mobile
C00689,Fassi,Amine,amine.fassi689mexora.ma,1965-05-18,m,rabat,0615503764,2024-01-29,Referral
C00690,Tazi,Omar,omar.tazi690@mexora.ma,15-08-1977,1,CASABLANCA,0644181748,10/09/2025,Web
C00691,Tazi,Sara,sara.tazi691@mexora.ma,27/05/1982,Homme,Tétouan,0667148296,06/03/2024,Web
C00692,Tahiri,Hajar,karim.ziani234@mexora.ma,13-10-1985,Male,Fès,,06/03/2024,Marketplace
C00693,Tahiri,Amine,amine.tahiri693@mexora.ma,1978-06-14,m,Rabat,0621226909,Dec 20 2025,Marketplace
C00694,Rifi,Salma,salma.rifi694@mexora.ma,2035-01-01,0,Rabat,0625806102,03/10/2024,Referral
C00695,Rifi,Yassine,omar.rifi391@mexora.ma,22/02/1995,1,Marrakech,0676622929,04/24/2025,Referral
C00696,Tazi,Imane,imane.tazi696@mexora.ma,17/03/1973,0,RABAT,0621361192,Apr 16 2026,Social Ads
C00697,Fassi,Yassine,yassine.fassi697@mexora.ma,Jun 26 1960,1,Casablanca,0699729696,26/02/2024,Web
C00698,Berrada,Sara,sara.berrada698@mexora.ma,02/26/1986,f,Tétouan,0642700447,12/11/2025,Referral
C00699,Alaoui,Sara,sara.alaoui699@mexora.ma,24/06/1965,Femme,Oujda,0615020222,2025-06-09,Mobile
C00700,Berrada,Omar,omar.berrada700@mexora.ma,18/04/1963,,Oujda,0644270712,Aug 30 2025,Mobile
C00701,El Amrani,Nadia,nadia.elamrani701@mexora.ma,1981-10-09,m,Tétouan,0639350652,24/02/2025,Social Ads
C00702,Berrada,Nadia,nadia.berrada702mexora.ma,26/03/1987,m,Marrakech,0646781469,16-03-2024,Referral
C00703,Berrada,Sara,sara.berrada703@mexora.ma,1994-02-25,Homme,Oujda,0640666087,Jan 16 2025,Mobile
C00704,El Amrani,Hajar,hajar.elamrani704@mexora.ma,27/05/1990,m,Rabat,0614181082,11/25/2025,Mobile
C00705,Berrada,Hajar,hajar.berrada705@mexora.ma,Dec 13 1969,Homme,Tetouan,0645260168,21/09/2024,Referral
C00706,Alaoui,Sara,sara.alaoui706@mexora.ma,03-09-1960,0,Marrakech,0684979317,02/19/2026,Social Ads
C00707,Fassi,Yassine,yassine.fassi707@mexora.ma,Sep 18 1980,f,Oujda,0616189130,2025-10-29,Mobile
C00708,Ziani,Amine,amine.ziani708@mexora.ma,1997-12-14,1,Tanger,0682263341,2026-02-14,Marketplace
C00709,Rifi,Karim,,2000-08-15,m,Agadir,0639845365,04-11-2024,Marketplace
C00710,Tazi,Yassine,yassine.tazi710@mexora.ma,19-03-1972,m,Tanger,0624913224,08/06/2025,Marketplace
C00711,Tazi,Nadia,nadia.tazi711@mexora.ma,1989-08-22,Homme,Oujda,0610637006,Oct 25 2024,Web
C00712,Berrada,Omar,omar.berrada712@mexora.ma,12/25/1961,0,Marrakech,0649893725,Oct 10 2025,Web
C00713,Berrada,Omar,omar.berrada713@mexora.ma,Nov 24 1994,m,Casablanca,0640323060,Jan 21 2024,Web
C00714,Bennani,Hajar,hajar.bennani714@mexora.ma,01/08/1964,M,Casablanca,0677777062,17-09-2024,Marketplace
C00715,Mansouri,Imane,imane.mansouri715@mexora.ma,26-09-1995,m,Casablanca,0670291440,2025-04-19,Web
C00716,Ziani,Sara,sara.ziani716@mexora.ma,20-12-1987,1,Rabat,0633154338,Jun 24 2025,Social Ads
C00717,Fassi,Salma,salma.fassi717@mexora.ma,1993-12-21,m,Agadir,0610892984,09-11-2025,Social Ads
C00718,Mansouri,Hajar,hajar.mansouri718@mexora.ma,06/21/1963,,Rabat,0661939056,2025-03-02,Social Ads
C00719,Berrada,Salma,salma.berrada719@mexora.ma,Jun 10 1968,0,Tétouan,0688114581,Sep 21 2025,Referral
C00720,Alaoui,Amine,amine.alaoui720@mexora.ma,09/11/1990,F,Marrakech,0660558670,03/23/2024,Marketplace
C00721,Rifi,Imane,nadia.ziani665@mexora.ma,Jan 13 1972,Homme,Oujda,,2025-10-09,Marketplace
C00722,Fassi,Karim,karim.fassi722@mexora.ma,19-12-1970,Male,RABAT,0612024210,01-01-2026,Social Ads
C00723,Ziani,Hajar,hajar.ziani723@mexora.ma,06/05/1985,,CASABLANCA,0651679989,25/02/2026,Mobile
C00724,Berrada,Imane,imane.berrada724@mexora.ma,03-08-1999,1,Fès,0642560713,01/02/2024,Referral
C00725,Ziani,Yassine,yassine.ziani725@mexora.ma,05/04/1988,1,Rabat,0677795218,Dec 08 2024,Social Ads
C00726,Berrada,Imane,imane.berrada726@mexora.ma,Sep 05 2003,Homme,Nador,0676193344,08/08/2025,Social Ads
C00727,Ziani,Salma,salma.ziani727@mexora.ma,Mar 04 1980,Femme,Casablanca,0665584764,2026-01-31,Marketplace
C00728,Tazi,Mehdi,mehdi.tazi728@mexora.ma,11/05/1963,M,Kénitra,0670980877,2025-09-23,Web
C00729,Berrada,Salma,nadia.tazi711@mexora.ma,Sep 17 1989,Homme,Oujda,0630543913,Jun 22 2024,Mobile
C00730,Alaoui,Amine,amine.alaoui730@mexora.ma,Jul 18 1992,f,Oujda,0617043306,09-05-2026,Mobile
C00731,Tazi,Salma,salma.tazi731@mexora.ma,27-09-1988,0,Fès,0610405353,2026-02-21,Marketplace
C00732,Fassi,Mehdi,mehdi.fassi732@mexora.ma,16-12-1987,Male,Marrakech,0636594250,04-04-2026,Mobile
C00733,Tazi,Karim,karim.tazi733@mexora.ma,Jan 20 1961,1,TANGER,0649061474,2025-06-11,Referral
C00734,Fassi,Omar,omar.fassi734@mexora.ma,06-06-1960,F,Meknès,0667642578,Feb 24 2024,Web
C00735,Ziani,Amine,imane.mansouri269@mexora.ma,28-07-2001,Male,Kénitra,0674542812,Oct 22 2024,Marketplace
C00736,Berrada,Hajar,hajar.berrada736mexora.ma,Nov 13 1980,Femme,Rabat,0619440657,2024-05-18,Social Ads
C00737,Bennani,Mehdi,,1974-06-28,M,Fès,0652123208,Mar 30 2026,Mobile
C00738,El Amrani,Yassine,yassine.elamrani738@mexora.ma,09/26/1978,,CAS,0658995754,13-05-2026,Referral
C00739,Bennani,Nadia,nadia.bennani739@mexora.ma,08/18/1983,1,Kénitra,0679240059,10/07/2025,Web
C00740,Rifi,Yassine,,01/16/1975,m,rabat,0643760082,12/13/2024,Marketplace
C00741,Tahiri,Karim,karim.tahiri741@mexora.ma,10/23/2002,m,Fès,0623524941,08/10/2024,Referral
C00742,Bennani,Omar,omar.bennani742@mexora.ma,12-01-1983,1,Tanger,0638190696,18/03/2026,Social Ads
C00743,Tahiri,Yassine,yassine.tahiri743@mexora.ma,04-08-1970,f,Casablanca,0611539980,Aug 11 2024,Marketplace
C00744,Fassi,Omar,omar.fassi744@mexora.ma,12/08/1967,0,Tétouan,0612810077,Jun 14 2024,Marketplace
C00745,Rifi,Karim,karim.rifi745@mexora.ma,05/17/1969,Homme,Meknès,0682992661,2025-03-31,Social Ads
C00746,Mansouri,Karim,karim.mansouri746@mexora.ma,27-11-1988,Femme,Tetouan,0677006031,10/19/2024,Marketplace
C00747,Alaoui,Karim,karim.alaoui747@mexora.ma,25/03/1965,0,tanger,0692759390,09/17/2025,Web
C00748,Alaoui,Amine,amine.alaoui748@mexora.ma,Dec 01 1979,,Tétouan,0643985413,Nov 19 2024,Referral
C00749,Berrada,Karim,karim.berrada749@mexora.ma,04/17/1969,f,Rabat,0659788712,03/30/2025,Web
C00750,Fassi,Sara,sara.fassi750@mexora.ma,1984-06-06,m,Rabat,0686147149,08/29/2025,Marketplace
C00751,Berrada,Sara,sara.berrada751@mexora.ma,20-03-1964,f,Rabat,0657834921,30/12/2024,Social Ads
C00752,Bennani,Sara,sara.bennani752@mexora.ma,16-11-1977,0,Casablanca,0617148612,10/06/2024,Mobile
C00753,Rifi,Salma,salma.rifi753@mexora.ma,27-09-1998,m,Al Hoceïma,0694781459,09/24/2025,Marketplace
C00754,Alaoui,Hajar,hajar.alaoui754@mexora.ma,1992-05-15,m,TETOUAN,0678489368,20/02/2024,Web
C00755,Bennani,Omar,omar.bennani755@mexora.ma,May 24 1992,f,Agadir,0692408713,07/11/2024,Mobile
C00756,Tahiri,Hajar,hajar.tahiri756@mexora.ma,17/04/1966,m,Fès,0655935093,08-01-2026,Social Ads
C00757,Tahiri,Hajar,hajar.tahiri757@mexora.ma,04-02-2001,Femme,Kénitra,0688293617,21-05-2024,Social Ads
C00758,Rifi,Mehdi,mehdi.rifi758@mexora.ma,1963-06-10,1,Tanger,0678435373,21-07-2024,Marketplace
C00759,Berrada,Imane,imane.berrada759@mexora.ma,06/11/1966,Homme,Tanger,0646692322,27-03-2024,Marketplace
C00760,Tazi,Nadia,nadia.tazi760@mexora.ma,1982-11-14,f,Fès,0668904707,2026-03-02,Referral
C00761,El Amrani,Karim,karim.elamrani761@mexora.ma,28-12-1963,1,CASABLANCA,0691141412,25-06-2024,Web
C00762,Alaoui,Karim,karim.alaoui762@mexora.ma,1960-08-26,Femme,Rabat,0666124874,29/11/2024,Web
C00763,Tazi,Nadia,nadia.tazi763@mexora.ma,12/05/1967,0,Marrakech,0632926216,2025-07-18,Social Ads
C00764,Mansouri,Hajar,,1962-06-27,1,Rabat,0684787043,04/20/2026,Web
C00765,El Amrani,Omar,omar.elamrani765@mexora.ma,28/08/1997,m,Casablanca,0611976465,Jul 28 2024,Social Ads
C00766,Tahiri,Hajar,hajar.tahiri766@mexora.ma,09/11/1963,1,Oujda,0629705026,2024-06-17,Marketplace
C00767,Tazi,Amine,amine.tazi767@mexora.ma,2000-11-09,f,Marrakech,0670183589,08-01-2024,Referral
C00768,Berrada,Nadia,nadia.berrada768@mexora.ma,04-04-1994,Homme,Casablanca,0618770198,02/12/2024,Referral
C00769,Mansouri,Mehdi,mehdi.mansouri769@mexora.ma,Dec 23 1965,Male,Rabat,0673880269,2025-05-15,Marketplace
C00770,Bennani,Imane,yassine.tahiri82@mexora.ma,1988-11-04,f,Casablanca,0689162666,Jan 30 2024,Mobile
C00771,Tazi,Omar,omar.tazi771@mexora.ma,03/06/1979,M,tanger,0682286770,21-11-2024,Web
C00772,Rifi,Karim,karim.rifi772@mexora.ma,06/07/1992,Homme,Agadir,0625758726,Mar 07 2025,Web
C00773,Alaoui,Karim,karim.alaoui773@mexora.ma,1990-12-26,Homme,Tnja,0642147686,07/24/2024,Web
C00774,Rifi,Yassine,sara.tazi31@mexora.ma,08/07/1977,Femme,Al Hoceïma,0645210092,Jul 01 2025,Mobile
C00775,Ziani,Salma,salma.ziani775@mexora.ma,22-09-1997,Homme,Oujda,0695455478,20-02-2026,Marketplace
C00776,Berrada,Yassine,yassine.berrada776@mexora.ma,05/15/1980,0,Kénitra,0679823368,03/21/2026,Social Ads
C00777,Rifi,Mehdi,mehdi.rifi777@mexora.ma,1968-10-24,Femme,rabat,0657740016,2025-08-24,Social Ads
C00778,Tazi,Omar,omar.tazi778@mexora.ma,1997-01-22,Femme,Rabat,0661538598,2024-02-21,Web
C00779,Alaoui,Amine,amine.alaoui779@mexora.ma,Jun 08 1986,1,Oujda,0630947346,10/12/2024,Mobile
C00780,Tazi,Imane,imane.tazi780@mexora.ma,Jul 25 1993,m,Tétouan,0629519988,May 03 2026,Web
C00781,El Amrani,Karim,karim.elamrani781@mexora.ma,Jul 17 1977,Homme,,0690481305,07/11/2025,Referral
C00782,Bennani,Mehdi,mehdi.bennani782@mexora.ma,13-02-1999,f,Casablanca,0674350207,25/02/2024,Mobile
C00783,Fassi,Amine,amine.fassi783@mexora.ma,1961-08-24,Femme,rabat,0684450234,Oct 08 2025,Mobile
C00784,Alaoui,Imane,imane.alaoui784@mexora.ma,23/11/1981,0,Tetouan,0610289912,28/08/2025,Referral
C00785,Bennani,Salma,salma.bennani785@mexora.ma,20/01/1996,Homme,Tnja,0632938225,01/24/2025,Referral
C00786,Alaoui,Hajar,hajar.alaoui786@mexora.ma,17/01/1996,Femme,Casablanca,0671909200,2025-12-20,Social Ads
C00787,Mansouri,Salma,salma.mansouri787@mexora.ma,2002-12-04,Femme,Marrakech,0610287044,01-06-2024,Mobile
C00788,Berrada,Mehdi,mehdi.berrada788@mexora.ma,04-08-1979,Femme,Marrakech,,2024-02-15,Social Ads
C00789,Ziani,Amine,amine.ziani789@mexora.ma,01/23/1984,f,Agadir,0696216103,2024-03-08,Marketplace
C00790,Fassi,Salma,salma.fassi790@mexora.ma,06-02-1960,Homme,Meknès,0651417765,16-01-2024,Referral
C00791,Rifi,Amine,amine.rifi791@mexora.ma,03/03/2002,m,TANGER,,20-02-2025,Marketplace
C00792,Rifi,Karim,karim.rifi792@mexora.ma,May 21 1990,m,Tétouan,0678186355,01/06/2025,Mobile
C00793,Tazi,Karim,karim.tazi793@mexora.ma,2035-01-01,Male,Nador,0650495430,17-12-2025,Referral
C00794,Ziani,Sara,sara.ziani794@mexora.ma,04-12-1996,f,Tanger,0670112060,20/04/2025,Referral
C00795,Mansouri,Karim,karim.mansouri795@mexora.ma,1963-12-04,Femme,Tnja,0675902387,11-07-2024,Referral
C00796,Tahiri,Hajar,hajar.tahiri796@mexora.ma,13/02/1996,0,Fès,0660207736,06/03/2024,Social Ads
C00797,Ziani,Salma,salma.ziani797@mexora.ma,1998-10-24,m,Agadir,0685524273,12/31/2024,Marketplace
C00798,Ziani,Yassine,yassine.ziani798@mexora.ma,09-01-1978,Male,Rabat,0638162676,Oct 12 2024,Web
C00799,El Amrani,Mehdi,mehdi.elamrani799@mexora.ma,23/05/2002,f,Meknès,0652751984,2024-07-20,Web
C00800,El Amrani,Karim,karim.elamrani800@mexora.ma,24-07-1982,f,Rabat,0667568487,25-07-2025,Web
C00801,El Amrani,Nadia,nadia.elamrani801@mexora.ma,10/02/1967,Femme,Fès,0616764471,2025-01-07,Mobile
C00802,Bennani,Omar,omar.bennani802@mexora.ma,09/10/1980,Femme,Rabat,0666933856,06-01-2026,Social Ads
C00803,Alaoui,Salma,,1973-11-01,m,Fès,0689365125,2024-03-18,Referral
C00804,Bennani,Sara,sara.bennani804@mexora.ma,21-08-2000,m,Tnja,0653752156,2025-07-21,Mobile
C00805,Alaoui,Karim,,22/03/1966,1,Casablanca,0640164951,2026-02-02,Web
C00806,Ziani,Sara,sara.ziani806@mexora.ma,Jan 18 1994,m,Casablanca,0623255303,08-10-2025,Web
C00807,Alaoui,Mehdi,mehdi.alaoui807@mexora.ma,04/06/1970,Femme,Fès,0678182145,04/20/2026,Mobile
C00808,Mansouri,Amine,amine.mansouri808@mexora.ma,07/13/1984,Femme,Tanger,0627765444,17-03-2025,Marketplace
C00809,Berrada,Omar,omar.berrada809@mexora.ma,1960-08-08,Homme,Nador,0675294770,07/15/2025,Social Ads
C00810,El Amrani,Nadia,nadia.elamrani810@mexora.ma,Jan 22 2000,Femme,Tanger,0696000079,03/04/2024,Web
C00811,Fassi,Salma,salma.fassi811@mexora.ma,04/08/2002,Femme,Agadir,0698260021,31/12/2024,Social Ads
C00812,Ziani,Amine,amine.ziani812@mexora.ma,25/04/2004,1,Rabat,,2026-02-23,Web
C00813,Tazi,Mehdi,mehdi.tazi813@mexora.ma,22-07-1965,Femme,Meknès,0663089747,11/04/2025,Referral
C00814,Bennani,Yassine,yassine.bennani814@mexora.ma,Nov 13 2000,1,Tnja,0649058351,05/15/2024,Referral
C00815,Mansouri,Salma,salma.mansouri815@mexora.ma,Apr 11 2004,f,Marrakech,0627884518,12-11-2025,Social Ads
C00816,Fassi,Nadia,yassine.alaoui504@mexora.ma,03/19/1990,1,Agadir,0649160333,16-05-2025,Marketplace
C00817,Berrada,Imane,imane.berrada817@mexora.ma,17-06-1966,f,CASABLANCA,0698197915,Dec 16 2025,Marketplace
C00818,Tazi,Nadia,nadia.tazi818@mexora.ma,24-06-1977,0,CAS,0669291715,20-05-2025,Web
C00819,Alaoui,Hajar,hajar.alaoui819@mexora.ma,01/10/2002,Femme,Al Hoceïma,0693266476,31-01-2026,Referral
C00820,Fassi,Imane,imane.fassi820@mexora.ma,Aug 28 1982,f,RABAT,0641207484,27/05/2025,Web
C00821,Rifi,Omar,nadia.rifi252@mexora.ma,16-11-1963,Homme,,0622794924,05/06/2025,Referral
C00822,Mansouri,Nadia,nadia.mansouri822@mexora.ma,02/10/1971,Male,,,24-10-2025,Social Ads
C00823,Alaoui,Karim,karim.alaoui823@mexora.ma,Aug 25 1989,f,Rabat,0654959339,Apr 25 2024,Web
C00824,Alaoui,Salma,salma.alaoui824@mexora.ma,14-10-1984,0,Tanger,0636584166,Aug 21 2025,Web
C00825,Rifi,Mehdi,mehdi.rifi825@mexora.ma,08/01/1988,M,Rabat,0679283583,04/02/2025,Mobile
C00826,Ziani,Amine,amine.ziani826@mexora.ma,25-10-1981,Homme,Tanger,0665166935,2024-03-03,Mobile
C00827,El Amrani,Salma,salma.elamrani827@mexora.ma,Dec 16 1994,f,Tanger,0665520433,08/26/2024,Social Ads
C00828,Fassi,Yassine,yassine.fassi828@mexora.ma,05-04-1963,m,Casablanca,0611864124,05-03-2025,Web
C00829,Mansouri,Mehdi,mehdi.mansouri829@mexora.ma,1979-09-24,m,Rabat,,29-01-2024,Marketplace
C00830,Tazi,Omar,omar.tazi830@mexora.ma,18-10-1976,Homme,CASABLANCA,0693306383,26/10/2024,Social Ads
C00831,Fassi,Nadia,nadia.fassi831mexora.ma,10-11-1973,m,Tanger,,May 10 2026,Web
C00832,Rifi,Yassine,yassine.rifi832@mexora.ma,14/06/1982,Male,,0683785300,2026-05-02,Social Ads
C00833,Fassi,Salma,salma.fassi833@mexora.ma,16/02/1963,m,Casablanca,0683475914,2024-07-03,Marketplace
C00834,El Amrani,Omar,omar.bennani543@mexora.ma,Aug 06 1967,f,,0660956555,2024-04-14,Mobile
C00835,Rifi,Yassine,yassine.rifi835@mexora.ma,11-10-1999,F,Tétouan,,2025-10-14,Referral
C00836,Rifi,Mehdi,mehdi.rifi836@mexora.ma,05/11/1977,Female,Agadir,0649446426,18-06-2024,Mobile
C00837,Mansouri,Salma,salma.mansouri837@mexora.ma,24-10-1998,Femme,Rabat,0675151440,30-05-2024,Marketplace
C00838,Ziani,Hajar,hajar.ziani838@mexora.ma,01/14/1990,Homme,Casablanca,0636769000,2024-07-16,Web
C00839,Mansouri,Sara,sara.mansouri839@mexora.ma,Aug 21 1991,Homme,,0631614058,Apr 03 2026,Mobile
C00840,Ziani,Karim,hajar.berrada682@mexora.ma,11/01/1984,Femme,Fès,0632585131,2024-01-02,Marketplace
C00841,Mansouri,Nadia,,18-07-1979,f,casa,0621049135,2025-04-15,Marketplace
C00842,Tahiri,Nadia,nadia.tahiri842@mexora.ma,1965-03-15,Homme,Tétouan,0623851791,2025-02-11,Social Ads
C00843,Fassi,Amine,amine.fassi843@mexora.ma,1999-02-03,Male,Fès,0650588742,2024-12-10,Mobile
C00844,Alaoui,Hajar,hajar.alaoui844@mexora.ma,01-06-2005,0,CAS,0671733027,25-10-2024,Social Ads
C00845,Mansouri,Nadia,nadia.mansouri845@mexora.ma,1975-04-24,Homme,Al Hoceïma,0644340043,Jul 21 2024,Social Ads
C00846,Fassi,Amine,amine.fassi846@mexora.ma,May 09 1999,F,TNG,0640952988,19/02/2024,Marketplace
C00847,Bennani,Salma,salma.bennani847@mexora.ma,Mar 06 1964,m,Agadir,0692972751,2024-03-08,Social Ads
C00848,Bennani,Hajar,hajar.bennani848@mexora.ma,08/04/1977,Homme,,0619071345,18-08-2025,Referral
C00849,Tazi,Imane,imane.tazi849@mexora.ma,Dec 20 1972,Femme,Tetouan,0658080125,2025-01-03,Marketplace
C00850,Bennani,Sara,nadia.ziani259@mexora.ma,01/24/1992,0,TETOUAN,0611708160,04-10-2024,Social Ads
C00851,Rifi,Omar,omar.rifi851mexora.ma,11-03-1985,Homme,Al Hoceima,,05/28/2025,Referral
C00852,Tahiri,Amine,amine.tahiri852@mexora.ma,12-09-2003,f,casa,0622637778,2025-01-29,Social Ads
C00853,Mansouri,Amine,amine.mansouri853@mexora.ma,06/13/1981,m,Oujda,0647090415,May 11 2025,Mobile
C00854,Bennani,Imane,imane.bennani854@mexora.ma,Dec 20 1988,Femme,Rabat,0632877737,Apr 08 2024,Marketplace
C00855,Ziani,Yassine,yassine.ziani855@mexora.ma,Oct 24 1976,m,Tetouan,0626876469,2025-05-05,Marketplace
C00856,Bennani,Nadia,nadia.bennani856@mexora.ma,1994-06-02,f,,,11/16/2025,Referral
C00857,Berrada,Hajar,,1979-05-02,Femme,Casablanca,0683486475,02/05/2026,Social Ads
C00858,Ziani,Karim,karim.ziani858@mexora.ma,02/06/1970,Homme,CAS,0673044124,27-06-2024,Marketplace
C00859,Tahiri,Omar,omar.tahiri859@mexora.ma,2001-03-17,Femme,Agadir,0691952166,Jul 28 2024,Referral
C00860,El Amrani,Imane,imane.elamrani860@mexora.ma,23-03-1989,1,Kénitra,0667847470,26-04-2024,Marketplace
C00861,Bennani,Omar,omar.bennani861@mexora.ma,Jun 05 1968,Femme,Marrakech,0653878054,06/07/2024,Social Ads
C00862,Ziani,Omar,omar.ziani862@mexora.ma,02/18/2006,f,Agadir,0638204319,01/25/2024,Mobile
C00863,Berrada,Sara,sara.berrada863@mexora.ma,1977-03-20,,Casablanca,0699686091,13/04/2024,Web
C00864,Tazi,Sara,sara.tazi864mexora.ma,01/04/1963,1,Marrakech,0638723592,12/31/2024,Social Ads
C00865,El Amrani,Imane,imane.elamrani865@mexora.ma,13-12-2001,m,Tanger,0679318892,12/11/2025,Web
C00866,Mansouri,Nadia,nadia.mansouri866@mexora.ma,27/01/1971,m,Agadir,0627440651,2025-06-21,Mobile
C00867,Ziani,Nadia,nadia.ziani867mexora.ma,05/02/1987,Female,CAS,0625236754,14/01/2026,Mobile
C00868,Mansouri,Amine,amine.mansouri868@mexora.ma,06/18/1992,0,TETOUAN,0671776480,06/28/2025,Web
C00869,El Amrani,Hajar,hajar.elamrani869@mexora.ma,09/06/1992,0,Rabat,0639183510,2025-11-24,Social Ads
C00870,Tazi,Amine,amine.tazi870@mexora.ma,Dec 12 1960,Homme,rabat,0650078335,08/11/2025,Marketplace
C00871,Berrada,Imane,imane.berrada871@mexora.ma,1960-07-17,Homme,Agadir,0674874976,Mar 27 2025,Mobile
C00872,Mansouri,Imane,imane.mansouri872@mexora.ma,Aug 18 1967,1,Rabat,0651811464,11/15/2025,Referral
C00873,Mansouri,Sara,sara.mansouri873@mexora.ma,08-03-1965,Femme,CASABLANCA,0680871369,02/12/2025,Referral
C00874,El Amrani,Sara,sara.elamrani874@mexora.ma,01/08/1962,1,Marrakech,0682988311,May 06 2025,Mobile
C00875,Rifi,Hajar,hajar.rifi875@mexora.ma,20-01-1985,Homme,Casablanca,0666433354,01/03/2025,Social Ads
C00876,Alaoui,Salma,salma.alaoui876@mexora.ma,08/21/1963,f,Agadir,0649837691,01-06-2025,Mobile
C00877,El Amrani,Karim,karim.elamrani877@mexora.ma,05/08/1995,f,Tétouan,0613171149,15-03-2024,Social Ads
C00878,Tahiri,Imane,imane.tahiri878@mexora.ma,10/13/1985,Femme,Oujda,0613387011,08/22/2025,Web
C00879,Ziani,Mehdi,mehdi.ziani879@mexora.ma,1999-04-15,Femme,Oujda,0610269947,25/01/2024,Mobile
C00880,Ziani,Nadia,nadia.ziani880@mexora.ma,22-06-1976,f,Oujda,,11/14/2024,Social Ads
C00881,Bennani,Yassine,yassine.bennani881@mexora.ma,Jan 02 1963,1,Marrakech,0636145195,08/14/2025,Referral
C00882,Tahiri,Yassine,yassine.tahiri882@mexora.ma,1980-04-15,,Rabat,0692414290,03-03-2025,Web
C00883,Bennani,Salma,salma.bennani883@mexora.ma,01/28/1971,f,Casablanca,0690272330,01/04/2026,Mobile
C00884,Rifi,Salma,salma.rifi884@mexora.ma,Aug 12 1974,Femme,Tétouan,0660376320,Aug 14 2024,Referral
C00885,Tazi,Salma,karim.fassi303@mexora.ma,1975-04-01,0,TNG,0644100176,Jan 26 2025,Marketplace
C00886,Tahiri,Imane,imane.tahiri886@mexora.ma,03/10/1973,m,Tangier,0697452639,2026-01-09,Marketplace
C00887,Bennani,Sara,sara.bennani887@mexora.ma,04/13/1985,Femme,Agadir,0695541648,04/26/2024,Marketplace
C00888,Alaoui,Imane,imane.alaoui888@mexora.ma,12/09/1972,m,CAS,0684299212,10/24/2024,Social Ads
C00889,Tahiri,Sara,sara.tahiri889@mexora.ma,26-12-1960,1,Agadir,0672290083,05/05/2025,Mobile
C00890,Ziani,Omar,omar.ziani890@mexora.ma,02/06/2001,Femme,Casablanca,0650033811,15-01-2026,Social Ads
C00891,Bennani,Hajar,hajar.bennani891@mexora.ma,21/06/2005,Homme,Tanger,0656820014,Mar 13 2026,Web
C00892,Alaoui,Mehdi,mehdi.alaoui892@mexora.ma,10/20/2004,Femme,Meknès,0656440182,Jun 03 2024,Mobile
C00893,Ziani,Hajar,hajar.ziani893@mexora.ma,01/09/1972,m,Meknès,0672898756,10/02/2024,Social Ads
C00894,El Amrani,Nadia,nadia.elamrani894@mexora.ma,02-03-1995,Homme,Fès,0687665429,2024-12-09,Social Ads
C00895,Berrada,Yassine,yassine.berrada895@mexora.ma,11/25/1998,Homme,Agadir,0625886326,23-04-2026,Marketplace
C00896,El Amrani,Nadia,nadia.elamrani896@mexora.ma,06-09-1978,Homme,Agadir,0635918940,Apr 08 2025,Web
C00897,Mansouri,Sara,sara.mansouri897@mexora.ma,1998-08-23,Homme,Tanger,0638180901,2026-03-05,Marketplace
C00898,Ziani,Salma,salma.ziani898@mexora.ma,20/09/1989,1,Meknès,0627724139,Sep 01 2024,Mobile
C00899,Bennani,Salma,salma.bennani899@mexora.ma,04/01/1975,,Marrakech,0679780148,08/08/2025,Social Ads
C00900,Mansouri,Yassine,yassine.mansouri900@mexora.ma,Dec 12 1992,1,Rabat,0669815015,16-02-2025,Mobile
C00901,Tahiri,Salma,salma.tahiri901@mexora.ma,Feb 06 1987,F,TANGER,0635133125,2024-01-18,Referral
C00902,Rifi,Amine,mehdi.tazi495@mexora.ma,05-11-1971,m,TNG,0647635806,2024-02-26,Marketplace
C00903,Bennani,Sara,sara.bennani903@mexora.ma,Apr 01 1966,Femme,Agadir,0649449045,Dec 22 2024,Mobile
C00904,El Amrani,Karim,karim.elamrani904@mexora.ma,Jul 14 1983,m,Rabat,0658964292,16/01/2025,Social Ads
